City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Drammen,NO,59.7439,10.2045,10.2,90,0,3.6,clear sky
347,Smithers,CA,54.7804,-127.1743,2.55,88,91,0.98,overcast clouds
348,Necochea,AR,-38.5473,-58.7368,64.99,74,100,1.99,overcast clouds
349,Bani,DO,18.2833,-70.3333,72.97,82,38,3.0,scattered clouds
350,Nuevo Casas Grandes,MX,30.4167,-107.9167,55.47,37,3,3.18,clear sky
351,Flinders,AU,-34.5833,150.8552,69.01,92,100,1.99,overcast clouds
352,Talnakh,RU,69.4865,88.3972,-32.98,72,3,3.44,clear sky
353,College,US,64.8569,-147.8028,3.0,71,90,2.17,overcast clouds
354,Goure,NE,13.9835,10.2704,70.0,16,5,8.99,clear sky
355,Bathsheba,BB,13.2167,-59.5167,76.71,75,0,13.62,clear sky
356,Bo Rai,TH,12.5728,102.5371,79.0,85,4,7.63,clear sky
357,Hay River,CA,60.8156,-115.7999,-13.67,88,7,5.64,clear sky
358,Saint-Louis,SN,16.3333,-15.0,73.4,25,0,2.3,clear sky
359,Katete,UG,-0.7818,29.7544,63.14,67,100,2.8,overcast clouds
360,Eyl,SO,7.9803,49.8164,68.97,81,16,12.26,few clouds
361,La Ronge,CA,55.1001,-105.2842,3.92,94,100,6.71,overcast clouds
362,Centralina,BR,-18.5839,-49.1994,74.21,67,100,4.23,overcast clouds
363,Ustek,CZ,50.5847,14.3433,33.01,98,98,4.09,overcast clouds
364,Lima,PE,-12.0432,-77.0282,72.03,72,71,6.11,broken clouds
365,Maracacume,BR,-2.0428,-45.9592,74.1,94,100,2.66,moderate rain
366,Lavrentiya,RU,65.5833,-171.0,-12.62,83,100,15.39,overcast clouds
367,Hami,CN,42.8,93.45,19.2,84,0,5.97,clear sky
368,Santa Fe,AR,-31.6333,-60.7,80.92,40,0,9.82,clear sky
369,Isangel,VU,-19.55,169.2667,89.6,70,75,9.22,broken clouds
370,Krasnoselkup,RU,65.7,82.4667,-28.52,84,100,14.41,overcast clouds
371,Gillette,US,44.2911,-105.5022,42.8,42,1,18.41,clear sky
372,Goderich,CA,43.7501,-81.7165,21.2,86,100,21.85,overcast clouds
373,Tumpat,MY,6.1978,102.171,73.4,94,20,8.75,few clouds
374,Georgetown,MY,5.4112,100.3354,75.42,80,100,7.54,overcast clouds
375,Dengzhou,CN,37.8086,120.7508,24.98,79,0,6.51,clear sky
376,Amapa,BR,1.0,-52.0,72.41,98,100,3.33,overcast clouds
377,Turukhansk,RU,65.8167,87.9833,-32.78,78,84,10.36,broken clouds
378,Gaoual,GN,11.75,-13.2,68.23,47,0,2.37,clear sky
379,Xam Nua,LA,20.4197,104.0439,55.18,87,100,2.89,overcast clouds
380,Hambantota,LK,6.1241,81.1185,73.4,100,90,2.3,mist
381,Cockburn Town,TC,21.4612,-71.1419,76.71,73,2,15.28,clear sky
382,Fernley,US,39.608,-119.2518,34.14,91,100,2.06,overcast clouds
383,Polunochnoye,RU,60.8697,60.4153,11.71,95,33,2.64,scattered clouds
384,Seddon,AU,-37.8068,144.8916,64.99,100,40,6.91,moderate rain
385,Hovd,MN,48.0056,91.6419,4.03,82,0,1.48,clear sky
386,Haljala,EE,59.4336,26.2614,27.55,99,100,6.08,light snow
387,Namatanai,PG,-3.6667,152.4333,85.82,67,100,8.41,overcast clouds
388,Alta Gracia,AR,-31.6529,-64.4283,80.01,77,5,1.99,clear sky
389,Hofn,IS,64.2539,-15.2082,28.72,89,60,6.26,broken clouds
390,Sabha,LY,27.0377,14.4283,50.4,46,0,7.4,clear sky
391,Baykit,RU,61.67,96.37,-40.09,74,100,3.53,overcast clouds
392,San Andres Del Rabanedo,ES,42.6117,-5.6167,46.99,100,0,9.22,clear sky
393,Ugoofaaru,MV,5.6667,73.0,80.53,57,0,7.02,clear sky
394,Le Vauclin,MQ,14.5452,-60.8388,77.32,71,8,11.56,clear sky
395,Huangmei,CN,30.1924,116.025,42.48,61,0,3.87,clear sky
396,Moerai,PF,-22.4333,-151.3333,80.94,74,64,14.81,light rain
397,Brainerd,US,46.358,-94.2008,11.5,96,100,8.7,overcast clouds
398,Sierra Vista,US,31.5545,-110.3037,59.0,33,1,9.22,clear sky
399,Ciudad Bolivar,VE,8.1222,-63.5497,81.28,57,79,11.68,broken clouds
400,Obo,CF,5.3998,26.4869,72.63,47,98,1.61,overcast clouds
401,Taicheng,CN,38.731,113.228,19.83,72,0,3.38,clear sky
402,Hervey Bay,AU,-25.2986,152.8535,84.0,61,4,7.0,clear sky
403,Riyadh,SA,24.6877,46.7219,66.2,26,0,9.22,clear sky
404,San Jeronimo,PE,-11.9472,-75.2829,46.47,81,100,7.7,overcast clouds
405,Leua,SK,48.2156,18.6071,37.0,93,100,1.99,light snow
406,Thatta,PK,24.7475,67.9235,52.9,35,0,5.73,clear sky
407,Santa Rosalia,MX,27.3167,-112.2833,58.06,65,0,3.0,clear sky
408,Strezhevoy,RU,60.7333,77.5889,-11.54,90,79,5.35,broken clouds
409,Puerto Maldonado,PE,-12.6,-69.1833,75.0,97,90,3.2,light rain
410,Havoysund,NO,70.9963,24.6622,23.68,90,100,28.88,overcast clouds
411,Crotone,IT,39.0851,17.1178,32.0,100,90,13.8,fog
412,Nanakuli,US,21.3906,-158.1547,75.09,67,61,20.98,broken clouds
413,Kibakwe,TZ,-6.7167,36.3667,63.07,92,19,2.62,few clouds
414,Marquette,US,46.5333,-87.6335,12.0,72,35,1.99,scattered clouds
415,Sabang,ID,5.8933,95.3214,81.63,73,96,15.48,overcast clouds
416,Naziya,RU,59.8,31.3833,25.0,98,100,5.82,snow
417,Correntina,BR,-13.3433,-44.6367,71.15,57,0,0.85,clear sky
418,Spearfish,US,44.4908,-103.8594,39.99,64,1,3.44,clear sky
419,Changji,CN,44.0167,87.3167,3.2,85,95,2.24,mist
420,Oistins,BB,13.0667,-59.5333,78.8,65,40,12.66,scattered clouds
421,Praya,CV,14.9215,-23.5087,68.0,64,0,11.5,clear sky
422,Agadir,MA,30.4202,-9.5982,51.8,71,0,5.75,clear sky
423,Effium,NG,6.6292,8.0593,75.0,82,67,5.91,broken clouds
424,Vao,NC,-22.6667,167.4833,76.23,81,64,20.49,broken clouds
425,Libertador General San Martin,AR,-23.8064,-64.7876,76.78,64,28,4.45,scattered clouds
426,Mangan,IN,27.5167,88.5333,49.78,39,0,6.44,clear sky
427,Ostrovnoy,RU,68.0531,39.5131,2.46,89,100,17.69,overcast clouds
428,Richards Bay,ZA,-28.783,32.0377,68.83,88,100,5.88,overcast clouds
429,San Roque,ES,36.2107,-5.3842,57.67,80,39,3.38,scattered clouds
430,Singaparna,ID,-7.3515,108.111,72.66,84,100,3.71,light rain
431,Flin Flon,CA,54.7682,-101.865,5.0,85,90,8.05,snow
432,Sala,MA,34.0389,-6.8166,60.71,88,0,2.71,clear sky
433,Barroquinha,BR,-3.0189,-41.1361,76.78,85,100,4.63,overcast clouds
434,Gaomi,CN,36.3833,119.7528,30.99,63,0,6.71,clear sky
435,Moron,AR,-34.6534,-58.6198,80.78,54,100,4.94,light rain
436,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.06,93,100,1.41,overcast clouds
437,Nanyamba,TZ,-10.6833,39.8333,78.8,83,40,13.8,scattered clouds
438,Masalli,KR,34.7959,126.6553,28.4,74,75,12.66,light snow
439,Mezhdurechensk,RU,53.6942,88.0603,23.77,95,100,11.61,light snow
440,Mount Isa,AU,-20.7333,139.5,92.75,39,79,14.9,broken clouds
441,Culebra,PR,18.303,-65.301,75.2,69,1,3.44,clear sky
442,Palmeiras De Goias,BR,-16.805,-49.9258,70.34,86,97,1.77,overcast clouds
443,Half Moon Bay,US,37.4636,-122.4286,53.01,87,1,3.44,mist
444,Faya,SA,18.3851,42.4509,53.98,40,0,3.83,clear sky
445,Nuuk,GL,64.1835,-51.7216,25.03,86,0,10.02,clear sky
446,Bubaque,GW,11.2833,-15.8333,77.79,70,65,9.8,broken clouds
447,Potsdam,DE,52.3989,13.0657,27.84,95,11,2.24,few clouds
448,Lakatoro,VU,-16.0999,167.4164,85.37,71,100,2.08,overcast clouds
449,Loa Janan,ID,-0.583,117.095,74.75,93,94,2.98,overcast clouds
450,Sulangan,PH,11.1373,123.7228,79.7,76,45,19.33,scattered clouds
451,Broken Hill,AU,-31.95,141.4333,88.21,41,71,14.03,broken clouds
452,Aswan,EG,24.0934,32.907,51.46,48,9,6.85,clear sky
453,Esquipulas,GT,14.5667,-89.35,69.8,94,90,6.91,overcast clouds
454,Moroni,KM,-11.7022,43.2551,79.95,74,5,5.93,light rain
455,Pag,HR,44.445,15.0575,41.0,93,75,5.75,broken clouds
456,Atar,MR,20.5169,-13.0499,66.69,27,0,9.15,clear sky
457,Adre,TD,13.4667,22.2,64.96,20,61,19.37,broken clouds
458,Shurugwi,ZW,-19.6702,30.0059,62.19,100,100,12.64,light rain
459,Khonsa,IN,27.0167,95.5667,51.76,62,0,3.6,clear sky
460,Takaka,NZ,-40.85,172.8,57.83,67,80,5.39,broken clouds
461,Tashara,RU,55.5195,83.5094,23.95,97,100,19.39,light snow
462,Huarmey,PE,-10.0681,-78.1522,71.01,81,48,6.04,scattered clouds
463,Kununurra,AU,-15.7667,128.7333,83.19,74,96,10.51,overcast clouds
464,Tshikapa,CD,-6.4167,20.8,70.36,93,100,2.68,overcast clouds
465,Garowe,SO,8.4054,48.4845,58.69,76,0,4.68,clear sky
466,Mezen,RU,65.8522,44.24,-9.4,88,100,10.4,overcast clouds
467,Eureka,US,40.8021,-124.1637,48.99,76,54,5.21,broken clouds
468,Turayf,SA,31.6725,38.6637,43.7,77,41,2.68,scattered clouds
469,Muros,ES,42.7762,-9.0603,59.0,92,100,13.0,overcast clouds
470,Vyartsilya,RU,62.1764,30.693,22.6,97,100,5.95,overcast clouds
471,Jingdezhen,CN,29.2947,117.2079,42.76,61,0,3.36,clear sky
472,Seoul,KR,37.5683,126.9778,15.8,37,0,10.36,clear sky
473,Srednekolymsk,RU,67.45,153.6833,-17.9,87,100,8.5,overcast clouds
474,Karaton,ID,-6.3424,106.1045,82.0,83,75,11.5,broken clouds
475,Lompoc,US,34.6391,-120.4579,51.8,87,90,3.44,moderate rain
476,Ucluelet,CA,48.9329,-125.5528,42.04,73,64,1.86,broken clouds
477,Maymyo,MM,22.0333,96.4667,57.2,82,20,3.44,haze
478,Kaeo,NZ,-35.1,173.7833,75.99,42,0,17.0,clear sky
479,Novoderevyankovskaya,RU,46.3231,38.7472,33.98,89,0,8.03,clear sky
480,Bone,DE,51.9669,12.1396,32.0,90,22,2.68,few clouds
481,Nishihara,JP,26.1842,127.7558,54.18,76,99,19.77,overcast clouds
482,Jodhpur,IN,26.2867,73.03,48.87,42,0,7.83,clear sky
483,Lillooet,CA,50.6856,-121.942,24.46,87,90,1.23,overcast clouds
484,Karakol,KG,42.4907,78.3936,16.97,69,0,5.46,clear sky
485,Nalut,LY,30.3333,10.85,47.93,58,0,2.71,clear sky
486,Xuddur,SO,4.1213,43.8894,68.43,77,0,20.0,clear sky
487,Gizo,SB,-8.103,156.8419,85.19,72,97,14.54,light rain
488,Matara,LK,5.9485,80.5353,76.06,87,62,2.55,heavy intensity rain
489,Clarence Town,AU,-32.5833,151.7833,71.01,100,75,10.36,broken clouds
490,El Alto,PE,-4.2714,-81.2147,72.86,84,70,8.79,light rain
491,Campos Do Jordao,BR,-22.7394,-45.5914,77.0,65,0,1.14,clear sky
492,Sungaipenuh,ID,-2.0833,101.3833,63.52,94,100,3.76,overcast clouds
493,Konstantinovka,RU,49.6167,127.9833,-22.23,82,0,1.74,clear sky
494,Hammerfest,NO,70.6634,23.6821,17.6,57,20,26.46,light snow
495,Iglino,RU,54.8324,56.4126,15.8,79,0,6.71,clear sky
496,Akyab,MM,20.15,92.9,61.68,74,0,5.86,clear sky
497,Leningradskiy,RU,69.3833,178.4167,-20.96,85,95,5.46,overcast clouds
498,Alekseyevsk,RU,57.8406,108.3492,-38.7,78,57,1.66,broken clouds
499,Gari,RU,59.4307,62.3497,23.02,98,100,3.67,light snow
500,Picota,PE,-6.9197,-76.3304,87.8,51,20,11.5,few clouds
501,Ballina,AU,-28.8667,153.5667,80.6,65,40,10.36,scattered clouds
502,Gbarnga,LR,6.9956,-9.4722,71.2,99,31,1.88,scattered clouds
503,Zhezkazgan,KZ,47.8043,67.7144,10.81,93,0,8.79,clear sky
504,Maragogi,BR,-9.0122,-35.2225,77.67,82,0,6.46,clear sky
505,Salalah,OM,17.0151,54.0924,68.0,64,0,2.3,clear sky
506,Roald,NO,62.5833,6.1333,34.39,82,72,17.81,broken clouds
507,Toul,FR,48.6667,5.9167,51.8,93,90,14.97,light intensity drizzle
508,Iseyin,NG,7.9667,3.6,75.0,83,0,3.96,clear sky
509,Wausau,US,44.9591,-89.6301,8.15,92,100,1.61,overcast clouds
510,Atambua,ID,-9.1061,124.8925,76.84,88,100,11.81,overcast clouds
511,Vila,PT,42.0304,-8.1588,47.86,100,100,6.69,overcast clouds
512,Kingsland,US,30.8,-81.6898,44.01,84,0,4.38,clear sky
513,Emerald,AU,-23.5333,148.1667,84.99,57,90,10.36,overcast clouds
514,Iguape,BR,-24.7081,-47.5553,75.97,89,100,2.53,moderate rain
515,Mecca,SA,21.4267,39.8261,72.07,81,59,4.56,broken clouds
516,Gigmoto,PH,13.7796,124.39,76.75,80,98,19.93,overcast clouds
517,Tarakan,ID,3.3,117.6333,80.6,83,20,4.61,few clouds
518,Buala,SB,-8.145,159.5921,80.37,85,100,14.41,moderate rain
519,Ust-Nera,RU,64.5667,143.2,-24.03,76,100,1.61,overcast clouds
520,Kirovskiy,RU,45.0917,133.5136,-3.57,91,100,13.82,light snow
521,Roros,NO,62.5747,11.3842,-7.6,77,90,1.14,mist
522,Keuruu,FI,62.2667,24.7,19.4,100,90,6.91,overcast clouds
523,Honiara,SB,-9.4333,159.95,80.69,83,100,10.27,overcast clouds
524,Solok,ID,-0.7918,100.6593,72.1,85,100,1.72,overcast clouds
525,San Quintin,MX,30.4833,-115.95,58.06,61,73,4.68,broken clouds
526,Dembi Dolo,ET,8.5333,34.8,61.79,50,0,4.03,clear sky
527,Nefteyugansk,RU,61.0998,72.6035,-14.8,76,40,6.71,scattered clouds
528,Pindushi,RU,62.9152,34.58,21.33,98,100,5.88,snow
529,Lata,PT,40.1629,-8.3327,57.0,100,83,1.48,broken clouds
530,Keti Bandar,PK,24.1447,67.4497,60.13,32,0,7.72,clear sky
531,Waterfoot,GB,53.6929,-2.2525,48.0,97,100,5.01,overcast clouds
532,Pochutla,MX,15.7432,-96.4661,82.4,65,75,3.31,broken clouds
533,Maryborough,AU,-25.5333,152.7,84.0,61,35,7.0,scattered clouds
534,Matongo,TZ,-2.3833,34.0833,63.72,82,70,3.6,broken clouds
535,Greenville,US,35.6127,-77.3663,29.23,96,0,7.9,clear sky
536,Salinas,US,36.6777,-121.6555,53.6,87,90,11.5,overcast clouds
537,Payyannur,IN,12.1,75.2,71.04,68,2,4.94,clear sky
538,Camacha,PT,33.0833,-16.3333,59.0,100,75,3.44,light intensity drizzle
539,Khanpur,PK,28.6453,70.6567,49.44,40,0,5.84,clear sky
540,Tucuman,AR,-26.8241,-65.2226,84.2,65,75,6.91,broken clouds
541,Bilma,NE,18.6853,12.9164,61.84,30,0,14.97,clear sky
542,Mandalgovi,MN,45.7625,106.2708,12.88,84,0,19.91,clear sky
543,Sault Sainte Marie,CA,46.5168,-84.3333,19.4,68,40,9.22,scattered clouds
544,Burriana,ES,39.889,-0.085,62.89,54,100,7.85,overcast clouds
545,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.67,93,100,1.01,overcast clouds
546,Khorinsk,RU,52.1657,109.7726,-18.69,79,0,6.24,clear sky
547,Great Yarmouth,GB,52.6083,1.7305,47.19,97,100,12.64,light rain
548,Semirara,PH,12.0697,121.3986,78.26,72,98,33.55,overcast clouds
549,Novita,CO,4.9551,-76.6053,74.41,90,100,2.95,light rain
550,Shenjiamen,CN,29.9576,122.298,39.99,65,0,13.35,clear sky
551,Constantine,DZ,36.365,6.6147,52.25,79,6,6.46,clear sky
552,Luanda,AO,-8.8368,13.2343,78.8,83,20,9.22,few clouds
553,Solnechnyy,RU,50.7214,136.6319,-7.94,84,100,4.25,overcast clouds
554,Marzuq,YE,14.4,46.4667,55.13,39,0,3.49,clear sky
555,Igatpuri,IN,19.7,73.55,62.55,45,68,7.11,broken clouds
556,Kutum,SD,14.2,24.6667,55.08,29,0,8.25,clear sky
557,Nago,JP,26.5881,127.9761,57.2,51,90,23.02,overcast clouds
558,Soe,ID,-9.8607,124.284,74.21,86,100,6.15,overcast clouds
559,Cayenne,GF,4.9333,-52.3333,75.2,100,75,8.05,broken clouds
560,Kurilsk,RU,45.2333,147.8833,24.53,89,100,9.95,overcast clouds
561,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.91,89,100,2.04,moderate rain
562,San Pedro,PH,14.35,121.0167,82.0,61,20,3.44,few clouds
563,Port-Gentil,GA,-0.7193,8.7815,79.81,77,100,5.23,overcast clouds
564,Ingham,US,42.6,-84.3833,21.2,63,90,5.75,overcast clouds
565,Svetlogorsk,BY,52.6333,29.7333,24.93,98,100,7.7,light snow
566,Lasa,IT,46.6166,10.7002,32.0,93,40,4.61,mist
567,Pleasanton,US,37.6624,-121.8747,50.52,78,91,3.94,overcast clouds
568,Terney,RU,45.0503,136.6092,14.41,91,100,19.91,light snow
569,Fort Nelson,CA,58.8053,-122.7002,-7.6,71,20,3.44,few clouds
570,Brookings,US,44.3114,-96.7984,16.03,97,100,7.65,overcast clouds
571,Guerrero Negro,MX,27.9769,-114.0611,62.69,53,0,10.6,clear sky
572,Zhanaozen,KZ,43.3,52.8,40.84,65,22,26.02,few clouds
573,Margate,GB,51.3813,1.3862,50.0,90,100,4.0,moderate rain
574,Dongsheng,CN,39.8161,109.9776,18.7,79,0,18.75,clear sky
575,Havelock,US,34.8791,-76.9013,31.68,93,0,10.45,clear sky
576,Gonda,IN,27.1333,81.9333,44.4,65,0,5.21,clear sky
577,Mbalmayo,CM,3.5167,11.5,71.6,100,40,5.75,scattered clouds
578,Yeppoon,AU,-23.1333,150.7333,84.2,51,40,12.66,scattered clouds
579,Rognan,NO,67.0953,15.3878,5.97,83,0,10.04,clear sky
580,Dalirig,PH,8.3772,124.9014,77.72,68,100,2.19,overcast clouds
581,Beloha,MG,-25.1667,45.05,74.34,94,7,3.53,clear sky
582,Falmouth,GB,50.1544,-5.0711,50.0,100,75,24.16,broken clouds
583,Manokwari,ID,-0.8667,134.0833,82.13,70,100,12.24,overcast clouds
584,Waipawa,NZ,-41.4122,175.5153,62.01,63,40,23.02,scattered clouds
585,Hulst,NL,51.28,4.0528,51.01,93,100,3.0,light rain
586,Yokadouma,CM,3.5167,15.05,70.43,68,100,0.92,overcast clouds
587,Road Town,VG,18.4167,-64.6167,75.99,78,20,3.44,few clouds
588,Tamiahua,MX,21.2667,-97.45,62.22,69,100,9.06,overcast clouds
589,Dodge City,US,37.7528,-100.0171,37.02,77,100,17.16,overcast clouds
590,Lyngseidet,NO,69.5763,20.2189,13.32,86,100,15.26,overcast clouds
591,Lyubuchany,RU,55.2511,37.5456,32.0,97,100,9.84,light snow
592,Gorontalo,ID,0.5412,123.0595,84.07,63,100,4.36,overcast clouds
593,Rebrikha,RU,53.0733,82.3408,21.63,95,100,21.65,overcast clouds
594,Mastic Beach,US,40.7668,-72.8521,25.03,85,0,24.02,clear sky
595,Voyvozh,RU,62.892,54.9635,-5.93,92,81,4.85,broken clouds
596,Balakhninskiy,RU,58.0106,114.2769,-36.04,76,97,1.5,overcast clouds
597,Paita,PE,-5.0892,-81.1144,74.97,80,29,10.83,scattered clouds
598,Blagoyevo,RU,63.3667,47.9167,9.63,95,100,8.68,overcast clouds
599,Esso,RU,55.9333,158.7,7.81,79,0,3.09,clear sky
600,Desna,UA,50.9273,30.7605,27.43,98,100,11.99,snow
601,Port Blair,IN,11.6667,92.75,79.74,82,12,8.59,few clouds
602,Tateyama,JP,34.9833,139.8667,46.63,55,19,19.33,few clouds
603,Bosaso,SO,11.2842,49.1816,70.97,78,1,3.0,clear sky
604,Berdigestyakh,RU,62.0989,126.6992,-41.31,80,100,2.06,overcast clouds
605,Florianopolis,BR,-27.6146,-48.5012,75.0,94,75,13.8,moderate rain
606,Kungurtug,RU,50.5994,97.5228,10.67,90,100,2.39,light snow
607,Bolitoc,PH,15.7395,119.8769,77.81,63,0,7.18,clear sky
608,Morondava,MG,-20.2833,44.2833,79.95,83,81,6.96,broken clouds
609,Chunoyar,RU,57.4467,97.3217,-30.91,81,100,5.1,overcast clouds
610,Qui Nhon,VN,13.7667,109.2333,72.23,79,98,18.95,overcast clouds
611,Nouadhibou,MR,20.931,-17.0347,69.8,49,0,12.66,clear sky
612,Alofi,NU,-19.0595,-169.9187,80.6,83,90,24.61,moderate rain
613,Novi Sanzhary,UA,49.3439,34.3108,31.19,98,100,14.58,light snow
614,Kaoma,ZM,-14.7833,24.8,63.88,93,100,3.29,overcast clouds
615,Colonelganj,IN,27.1333,81.7,44.44,66,0,5.06,clear sky
616,Kabo,CF,7.6994,18.629,77.07,23,100,3.62,overcast clouds
617,Ojinaga,MX,29.5667,-104.4167,59.58,33,0,7.25,clear sky
618,Nanortalik,GL,60.1432,-45.2371,31.19,91,100,7.83,overcast clouds
619,Xichang,CN,27.8964,102.2634,39.74,70,3,0.69,clear sky
620,Mineros,BO,-17.1167,-63.2333,73.94,88,100,4.97,overcast clouds
621,Kichera,RU,55.9375,110.0997,-22.11,73,0,6.24,clear sky
622,Santa Cruz,BO,-17.8,-63.1667,72.77,88,97,11.54,overcast clouds
623,Ixtapa,MX,20.7,-105.2,71.91,64,95,0.63,overcast clouds
624,Tianpeng,CN,30.9866,103.9393,45.25,82,100,3.71,overcast clouds
625,East Cleveland,US,41.5331,-81.579,24.8,58,90,13.8,overcast clouds
626,Dauphin,CA,51.1494,-100.0502,5.0,78,90,12.66,overcast clouds
627,Antofagasta,CL,-23.65,-70.4,65.3,80,27,5.17,scattered clouds
628,Bijie,CN,27.3125,105.2942,37.06,82,100,3.47,overcast clouds
629,Santa Ana,US,33.7456,-117.8678,58.6,54,100,13.78,overcast clouds
630,Peniche,PT,39.3558,-9.3811,54.0,93,97,1.01,overcast clouds
631,Sandpoint,US,48.2766,-116.5533,35.01,93,90,1.86,drizzle
632,Grindavik,IS,63.8424,-22.4338,23.0,80,0,9.22,clear sky
633,San Cristobal,VE,7.7669,-72.225,65.91,86,99,2.8,overcast clouds
634,Gambiran,ID,-6.7988,111.4951,75.87,92,100,7.45,light rain
635,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,82.0,72,0,1.99,clear sky
636,Acapulco,MX,16.8634,-99.8901,84.2,61,75,8.05,broken clouds
637,Boa Vista,BR,2.8197,-60.6733,80.6,61,0,9.22,clear sky
638,Kalabo,ZM,-14.97,22.6814,63.59,96,16,6.51,few clouds
639,Yamoto,JP,38.4274,141.2149,39.2,60,75,16.11,broken clouds
640,Igarka,RU,67.4667,86.5833,-34.31,78,5,6.44,clear sky
641,Meulaboh,ID,4.1363,96.1285,76.12,85,100,5.1,overcast clouds
642,Homer,US,59.6425,-151.5483,33.8,80,90,4.61,light snow
643,Oranjemund,NA,-28.55,16.4333,61.9,79,0,18.14,clear sky
644,Barra Dos Coqueiros,BR,-10.9089,-37.0386,80.6,74,40,9.22,scattered clouds
645,Serenje,ZM,-13.2325,30.2352,60.87,89,100,1.59,overcast clouds
646,Coquimbo,CL,-29.9533,-71.3436,62.35,79,0,2.21,clear sky
647,Usinsk,RU,65.9939,57.5281,-29.72,84,0,8.93,clear sky
648,Nha Trang,VN,12.25,109.1833,71.56,79,100,11.5,overcast clouds
649,Pacifica,US,37.6138,-122.4869,51.71,78,12,6.15,few clouds
650,Vysokogornyy,RU,50.1167,139.15,-5.89,81,100,1.99,overcast clouds
651,Marietta,US,33.9526,-84.5499,37.0,48,1,9.22,clear sky
652,Pokhara,NP,28.2333,83.9833,49.01,32,0,5.79,clear sky
653,Pathein,MM,16.7833,94.7333,73.24,81,0,5.21,clear sky
654,Zeya,RU,53.75,127.2667,-20.69,82,96,1.66,overcast clouds
655,Puerto Carreno,CO,6.189,-67.4859,80.67,51,21,11.92,few clouds
656,Bayanday,RU,53.0661,105.5139,-32.01,80,0,2.73,clear sky
657,Sterling,US,39.0062,-77.4286,24.31,82,0,16.8,clear sky
658,Vostok,RU,46.4856,135.8833,-5.71,91,100,4.03,light snow
659,Sakaraha,MG,-22.9,44.5333,71.69,94,33,1.03,scattered clouds
660,Patitirion,GR,39.15,23.8667,39.0,50,70,5.99,broken clouds
661,Burkburnett,US,34.0979,-98.5706,44.01,56,1,9.22,clear sky
662,Kloulklubed,PW,7.0419,134.2556,81.86,80,100,20.22,overcast clouds
663,Port Shepstone,ZA,-30.7414,30.455,70.29,84,99,6.15,light rain
